iteration,games_played,avg_reward,win_rate,num_transitions,policy_loss,value_loss,entropy,eval_win_rate,eval_avg_reward,eval_illegal_rate,elapsed_sec
0,10,-6.4700,0.1000,418,-0.042718,6.049508,0.000000,0.01,-8.568000000000005,0.0,4.9
